---------------------------------
| rollout/           |          |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0771     |
|    n_updates            | 3330        |
|    policy_gradient_loss | -0.0657     |
|    std                  | 0.319       |
|    value_loss           | 0.0446      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.8        |
|    ep_rew_mean          | -840        |
| time/                   |             |
|    fps                  | 1046        |
|    iterations           | 12          |
|    time_elapsed         | 35          |
|    total_timesteps      | 591032      |
| train/                  |             |
|    approx_kl            | 0.053253833 |
|    clip_fraction        | 0.369       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.1        |
|    explained_variance   | 0.914       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0873     |
|    n_updates            | 3340        |
|    policy_gradient_loss | -0.0649     |
|    std                  | 0.319       |
|    value_loss           | 0.0329      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61          |
|    ep_rew_mean          | -841        |
| time/                   |             |
|    fps                  | 1034        |
|    iterations           | 13          |
|    time_elapsed         | 38          |
|    total_timesteps      | 594104      |
| train/                  |             |
|    approx_kl            | 0.052577436 |
|    clip_fraction        | 0.371       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.11       |
|    explained_variance   | 0.86        |
|    learning_rate        | 7e-05       |
|    loss                 | -0.11       |
|    n_updates            | 3350        |
|    policy_gradient_loss | -0.0624     |
|    std                  | 0.32        |
|    value_loss           | 0.0443      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.9        |
|    ep_rew_mean          | -709        |
| time/                   |             |
|    fps                  | 1030        |
|    iterations           | 14          |
|    time_elapsed         | 41          |
|    total_timesteps      | 597176      |
| train/                  |             |
|    approx_kl            | 0.055194378 |
|    clip_fraction        | 0.365       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.11       |
|    explained_variance   | 0.887       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.086      |
|    n_updates            | 3360        |
|    policy_gradient_loss | -0.0604     |
|    std                  | 0.32        |
|    value_loss           | 0.0412      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.5        |
|    ep_rew_mean          | -683        |
| time/                   |             |
|    fps                  | 1030        |
|    iterations           | 15          |
|    time_elapsed         | 44          |
|    total_timesteps      | 600248      |
| train/                  |             |
|    approx_kl            | 0.051646367 |
|    clip_fraction        | 0.368       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.12       |
|    explained_variance   | 0.936       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.115      |
|    n_updates            | 3370        |
|    policy_gradient_loss | -0.0578     |
|    std                  | 0.321       |
|    value_loss           | 0.0171      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53.9        |
|    ep_rew_mean          | -730        |
| time/                   |             |
|    fps                  | 1027        |
|    iterations           | 16          |
|    time_elapsed         | 47          |
|    total_timesteps      | 603320      |
| train/                  |             |
|    approx_kl            | 0.057567853 |
|    clip_fraction        | 0.381       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.13       |
|    explained_variance   | 0.918       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0907     |
|    n_updates            | 3380        |
|    policy_gradient_loss | -0.0555     |
|    std                  | 0.322       |
|    value_loss           | 0.0274      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 54.5        |
|    ep_rew_mean          | -748        |
| time/                   |             |
|    fps                  | 1025        |
|    iterations           | 17          |
|    time_elapsed         | 50          |
|    total_timesteps      | 606392      |
| train/                  |             |
|    approx_kl            | 0.053182814 |
|    clip_fraction        | 0.362       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.14       |
|    explained_variance   | 0.912       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.108      |
|    n_updates            | 3390        |
|    policy_gradient_loss | -0.0587     |
|    std                  | 0.323       |
|    value_loss           | 0.0204      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 51.5       |
|    ep_rew_mean          | -713       |
| time/                   |            |
|    fps                  | 1024       |
|    iterations           | 18         |
|    time_elapsed         | 53         |
|    total_timesteps      | 609464     |
| train/                  |            |
|    approx_kl            | 0.05011727 |
|    clip_fraction        | 0.351      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.15      |
|    explained_variance   | 0.848      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.053     |
|    n_updates            | 3400       |
|    policy_gradient_loss | -0.0531    |
|    std                  | 0.325      |
|    value_loss           | 0.0476     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.6        |
|    ep_rew_mean          | -696        |
| time/                   |             |
|    fps                  | 1024        |
|    iterations           | 19          |
|    time_elapsed         | 56          |
|    total_timesteps      | 612536      |
| train/                  |             |
|    approx_kl            | 0.053390577 |
|    clip_fraction        | 0.377       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.17       |
|    explained_variance   | 0.881       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0752     |
|    n_updates            | 3410        |
|    policy_gradient_loss | -0.0623     |
|    std                  | 0.325       |
|    value_loss           | 0.0333      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55.2        |
|    ep_rew_mean          | -755        |
| time/                   |             |
|    fps                  | 1022        |
|    iterations           | 20          |
|    time_elapsed         | 60          |
|    total_timesteps      | 615608      |
| train/                  |             |
|    approx_kl            | 0.055373948 |
|    clip_fraction        | 0.38        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.17       |
|    explained_variance   | 0.893       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.119      |
|    n_updates            | 3420        |
|    policy_gradient_loss | -0.0627     |
|    std                  | 0.326       |
|    value_loss           | 0.0376      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 54.7       |
|    ep_rew_mean          | -758       |
| time/                   |            |
|    fps                  | 1021       |
|    iterations           | 21         |
|    time_elapsed         | 63         |
|    total_timesteps      | 618680     |
| train/                  |            |
|    approx_kl            | 0.04792911 |
|    clip_fraction        | 0.358      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.18      |
|    explained_variance   | 0.847      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.112     |
|    n_updates            | 3430       |
|    policy_gradient_loss | -0.0615    |
|    std                  | 0.326      |
|    value_loss           | 0.0463     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55.5        |
|    ep_rew_mean          | -770        |
| time/                   |             |
|    fps                  | 1020        |
|    iterations           | 22          |
|    time_elapsed         | 66          |
|    total_timesteps      | 621752      |
| train/                  |             |
|    approx_kl            | 0.050331194 |
|    clip_fraction        | 0.374       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.18       |
|    explained_variance   | 0.841       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.108      |
|    n_updates            | 3440        |
|    policy_gradient_loss | -0.0654     |
|    std                  | 0.325       |
|    value_loss           | 0.0503      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55.8        |
|    ep_rew_mean          | -780        |
| time/                   |             |
|    fps                  | 1016        |
|    iterations           | 23          |
|    time_elapsed         | 69          |
|    total_timesteps      | 624824      |
| train/                  |             |
|    approx_kl            | 0.049841847 |
|    clip_fraction        | 0.36        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.17       |
|    explained_variance   | 0.853       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0898     |
|    n_updates            | 3450        |
|    policy_gradient_loss | -0.0599     |
|    std                  | 0.326       |
|    value_loss           | 0.0451      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 54.7        |
|    ep_rew_mean          | -768        |
| time/                   |             |
|    fps                  | 1015        |
|    iterations           | 24          |
|    time_elapsed         | 72          |
|    total_timesteps      | 627896      |
| train/                  |             |
|    approx_kl            | 0.052574027 |
|    clip_fraction        | 0.361       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.18       |
|    explained_variance   | 0.886       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0935     |
|    n_updates            | 3460        |
|    policy_gradient_loss | -0.0633     |
|    std                  | 0.326       |
|    value_loss           | 0.0386      |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 49.8      |
|    ep_rew_mean          | -675      |
| time/                   |           |
|    fps                  | 1013      |
|    iterations           | 25        |
|    time_elapsed         | 75        |
|    total_timesteps      | 630968    |
| train/                  |           |
|    approx_kl            | 0.0502156 |
|    clip_fraction        | 0.367     |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.19     |
|    explained_variance   | 0.921     |
|    learning_rate        | 7e-05     |
|    loss                 | -0.0855   |
|    n_updates            | 3470      |
|    policy_gradient_loss | -0.0586   |
|    std                  | 0.327     |
|    value_loss           | 0.0242    |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.5        |
|    ep_rew_mean          | -713        |
| time/                   |             |
|    fps                  | 1009        |
|    iterations           | 26          |
|    time_elapsed         | 79          |
|    total_timesteps      | 634040      |
| train/                  |             |
|    approx_kl            | 0.051791146 |
|    clip_fraction        | 0.363       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.19       |
|    explained_variance   | 0.932       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0832     |
|    n_updates            | 3480        |
|    policy_gradient_loss | -0.0547     |
|    std                  | 0.328       |
|    value_loss           | 0.0157      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 54          |
|    ep_rew_mean          | -744        |
| time/                   |             |
|    fps                  | 1010        |
|    iterations           | 27          |
|    time_elapsed         | 82          |
|    total_timesteps      | 637112      |
| train/                  |             |
|    approx_kl            | 0.047798973 |
|    clip_fraction        | 0.354       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.21       |
|    explained_variance   | 0.913       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0978     |
|    n_updates            | 3490        |
|    policy_gradient_loss | -0.0583     |
|    std                  | 0.329       |
|    value_loss           | 0.0295      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55.7        |
|    ep_rew_mean          | -763        |
| time/                   |             |
|    fps                  | 1011        |
|    iterations           | 28          |
|    time_elapsed         | 85          |
|    total_timesteps      | 640184      |
| train/                  |             |
|    approx_kl            | 0.051207405 |
|    clip_fraction        | 0.357       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.21       |
|    explained_variance   | 0.91        |
|    learning_rate        | 7e-05       |
|    loss                 | -0.103      |
|    n_updates            | 3500        |
|    policy_gradient_loss | -0.0578     |
|    std                  | 0.328       |
|    value_loss           | 0.0302      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 47.6       |
|    ep_rew_mean          | -650       |
| time/                   |            |
|    fps                  | 1008       |
|    iterations           | 29         |
|    time_elapsed         | 88         |
|    total_timesteps      | 643256     |
| train/                  |            |
|    approx_kl            | 0.05126209 |
|    clip_fraction        | 0.369      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.21      |
|    explained_variance   | 0.931      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.105     |
|    n_updates            | 3510       |
|    policy_gradient_loss | -0.0619    |
|    std                  | 0.328      |
|    value_loss           | 0.0199     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 53.4       |
|    ep_rew_mean          | -738       |
| time/                   |            |
|    fps                  | 1008       |
|    iterations           | 30         |
|    time_elapsed         | 91         |
|    total_timesteps      | 646328     |
| train/                  |            |
|    approx_kl            | 0.05202967 |
|    clip_fraction        | 0.37       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.21      |
|    explained_variance   | 0.879      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0763    |
|    n_updates            | 3520       |
|    policy_gradient_loss | -0.0534    |
|    std                  | 0.33       |
|    value_loss           | 0.0227     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55.4        |
|    ep_rew_mean          | -764        |
| time/                   |             |
|    fps                  | 1008        |
|    iterations           | 31          |
|    time_elapsed         | 94          |
|    total_timesteps      | 649400      |
| train/                  |             |
|    approx_kl            | 0.044542443 |
|    clip_fraction        | 0.345       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.23       |
|    explained_variance   | 0.801       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.105      |
|    n_updates            | 3530        |
|    policy_gradient_loss | -0.0563     |
|    std                  | 0.33        |
|    value_loss           | 0.0631      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.5        |
|    ep_rew_mean          | -726        |
| time/                   |             |
|    fps                  | 1009        |
|    iterations           | 32          |
|    time_elapsed         | 97          |
|    total_timesteps      | 652472      |
| train/                  |             |
|    approx_kl            | 0.050527155 |
|    clip_fraction        | 0.374       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.24       |
|    explained_variance   | 0.893       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0961     |
|    n_updates            | 3540        |
|    policy_gradient_loss | -0.0587     |
|    std                  | 0.331       |
|    value_loss           | 0.0249      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 53.4       |
|    ep_rew_mean          | -735       |
| time/                   |            |
|    fps                  | 1008       |
|    iterations           | 33         |
|    time_elapsed         | 100        |
|    total_timesteps      | 655544     |
| train/                  |            |
|    approx_kl            | 0.04752625 |
|    clip_fraction        | 0.36       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.24      |
|    explained_variance   | 0.881      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.108     |
|    n_updates            | 3550       |
|    policy_gradient_loss | -0.0645    |
|    std                  | 0.331      |
|    value_loss           | 0.0298     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.1        |
|    ep_rew_mean          | -676        |
| time/                   |             |
|    fps                  | 1008        |
|    iterations           | 34          |
|    time_elapsed         | 103         |
|    total_timesteps      | 658616      |
| train/                  |             |
|    approx_kl            | 0.043699235 |
|    clip_fraction        | 0.353       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.24       |
|    explained_variance   | 0.874       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0988     |
|    n_updates            | 3560        |
|    policy_gradient_loss | -0.0575     |
|    std                  | 0.331       |
|    value_loss           | 0.038       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 53.3       |
|    ep_rew_mean          | -740       |
| time/                   |            |
|    fps                  | 1006       |
|    iterations           | 35         |
|    time_elapsed         | 106        |
|    total_timesteps      | 661688     |
| train/                  |            |
|    approx_kl            | 0.05360155 |
|    clip_fraction        | 0.371      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.25      |
|    explained_variance   | 0.874      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0796    |
|    n_updates            | 3570       |
|    policy_gradient_loss | -0.0579    |
|    std                  | 0.332      |
|    value_loss           | 0.0304     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 61         |
|    ep_rew_mean          | -845       |
| time/                   |            |
|    fps                  | 1006       |
|    iterations           | 36         |
|    time_elapsed         | 109        |
|    total_timesteps      | 664760     |
| train/                  |            |
|    approx_kl            | 0.05102622 |
|    clip_fraction        | 0.365      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.26      |
|    explained_variance   | 0.848      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0677    |
|    n_updates            | 3580       |
|    policy_gradient_loss | -0.0647    |
|    std                  | 0.332      |
|    value_loss           | 0.0529     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57.2        |
|    ep_rew_mean          | -782        |
| time/                   |             |
|    fps                  | 1006        |
|    iterations           | 37          |
|    time_elapsed         | 112         |
|    total_timesteps      | 667832      |
| train/                  |             |
|    approx_kl            | 0.054426212 |
|    clip_fraction        | 0.375       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.26       |
|    explained_variance   | 0.86        |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0902     |
|    n_updates            | 3590        |
|    policy_gradient_loss | -0.0631     |
|    std                  | 0.333       |
|    value_loss           | 0.0514      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 58.5       |
|    ep_rew_mean          | -808       |
| time/                   |            |
|    fps                  | 1006       |
|    iterations           | 38         |
|    time_elapsed         | 115        |
|    total_timesteps      | 670904     |
| train/                  |            |
|    approx_kl            | 0.05256335 |
|    clip_fraction        | 0.356      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.28      |
|    explained_variance   | 0.909      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.079     |
|    n_updates            | 3600       |
|    policy_gradient_loss | -0.0605    |
|    std                  | 0.335      |
|    value_loss           | 0.0331     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55.2        |
|    ep_rew_mean          | -773        |
| time/                   |             |
|    fps                  | 1005        |
|    iterations           | 39          |
|    time_elapsed         | 119         |
|    total_timesteps      | 673976      |
| train/                  |             |
|    approx_kl            | 0.051541656 |
|    clip_fraction        | 0.37        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.3        |
|    explained_variance   | 0.826       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0844     |
|    n_updates            | 3610        |
|    policy_gradient_loss | -0.0716     |
|    std                  | 0.336       |
|    value_loss           | 0.0551      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 47.1        |
|    ep_rew_mean          | -653        |
| time/                   |             |
|    fps                  | 1005        |
|    iterations           | 40          |
|    time_elapsed         | 122         |
|    total_timesteps      | 677048      |
| train/                  |             |
|    approx_kl            | 0.049992163 |
|    clip_fraction        | 0.362       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.3        |
|    explained_variance   | 0.909       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.102      |
|    n_updates            | 3620        |
|    policy_gradient_loss | -0.0603     |
|    std                  | 0.336       |
|    value_loss           | 0.0317      |
-----------------------------------------
saved model to RL\KNP\sb3_ppo_curriculum_policy_human_like_phase_refined4.zip
saved vecnormalize to RL\KNP\sb3_ppo_curriculum_phase_refined4_vecnormalize.pkl
