---------------------------------
| rollout/           |          |
|    approx_kl            | 0.030990768 |
|    clip_fraction        | 0.276       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.4        |
|    explained_variance   | 0.912       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0961     |
|    n_updates            | 4540        |
|    policy_gradient_loss | -0.047      |
|    std                  | 0.443       |
|    value_loss           | 0.0332      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.4        |
|    ep_rew_mean          | -723        |
| time/                   |             |
|    fps                  | 817         |
|    iterations           | 27          |
|    time_elapsed         | 270         |
|    total_timesteps      | 1438904     |
| train/                  |             |
|    approx_kl            | 0.029563472 |
|    clip_fraction        | 0.264       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.41       |
|    explained_variance   | 0.9         |
|    learning_rate        | 5e-05       |
|    loss                 | -0.119      |
|    n_updates            | 4550        |
|    policy_gradient_loss | -0.0498     |
|    std                  | 0.443       |
|    value_loss           | 0.0416      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 49.8       |
|    ep_rew_mean          | -687       |
| time/                   |            |
|    fps                  | 811        |
|    iterations           | 28         |
|    time_elapsed         | 282        |
|    total_timesteps      | 1447096    |
| train/                  |            |
|    approx_kl            | 0.03043893 |
|    clip_fraction        | 0.27       |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.42      |
|    explained_variance   | 0.868      |
|    learning_rate        | 5e-05      |
|    loss                 | -0.0726    |
|    n_updates            | 4560       |
|    policy_gradient_loss | -0.0466    |
|    std                  | 0.445      |
|    value_loss           | 0.0522     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 56.6        |
|    ep_rew_mean          | -788        |
| time/                   |             |
|    fps                  | 806         |
|    iterations           | 29          |
|    time_elapsed         | 294         |
|    total_timesteps      | 1455288     |
| train/                  |             |
|    approx_kl            | 0.028916778 |
|    clip_fraction        | 0.256       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.43       |
|    explained_variance   | 0.874       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0951     |
|    n_updates            | 4570        |
|    policy_gradient_loss | -0.0461     |
|    std                  | 0.446       |
|    value_loss           | 0.0524      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.4        |
|    ep_rew_mean          | -675        |
| time/                   |             |
|    fps                  | 800         |
|    iterations           | 30          |
|    time_elapsed         | 306         |
|    total_timesteps      | 1463480     |
| train/                  |             |
|    approx_kl            | 0.029677618 |
|    clip_fraction        | 0.267       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.44       |
|    explained_variance   | 0.855       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0804     |
|    n_updates            | 4580        |
|    policy_gradient_loss | -0.0475     |
|    std                  | 0.447       |
|    value_loss           | 0.0614      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 48.3        |
|    ep_rew_mean          | -667        |
| time/                   |             |
|    fps                  | 795         |
|    iterations           | 31          |
|    time_elapsed         | 319         |
|    total_timesteps      | 1471672     |
| train/                  |             |
|    approx_kl            | 0.031511776 |
|    clip_fraction        | 0.281       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.45       |
|    explained_variance   | 0.873       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0971     |
|    n_updates            | 4590        |
|    policy_gradient_loss | -0.0458     |
|    std                  | 0.449       |
|    value_loss           | 0.04        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53.6        |
|    ep_rew_mean          | -741        |
| time/                   |             |
|    fps                  | 792         |
|    iterations           | 32          |
|    time_elapsed         | 330         |
|    total_timesteps      | 1479864     |
| train/                  |             |
|    approx_kl            | 0.029142797 |
|    clip_fraction        | 0.271       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.47       |
|    explained_variance   | 0.888       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.104      |
|    n_updates            | 4600        |
|    policy_gradient_loss | -0.0463     |
|    std                  | 0.451       |
|    value_loss           | 0.0389      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 48.1        |
|    ep_rew_mean          | -660        |
| time/                   |             |
|    fps                  | 786         |
|    iterations           | 33          |
|    time_elapsed         | 343         |
|    total_timesteps      | 1488056     |
| train/                  |             |
|    approx_kl            | 0.028484631 |
|    clip_fraction        | 0.267       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.49       |
|    explained_variance   | 0.878       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0982     |
|    n_updates            | 4610        |
|    policy_gradient_loss | -0.0486     |
|    std                  | 0.453       |
|    value_loss           | 0.0471      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.5        |
|    ep_rew_mean          | -694        |
| time/                   |             |
|    fps                  | 781         |
|    iterations           | 34          |
|    time_elapsed         | 356         |
|    total_timesteps      | 1496248     |
| train/                  |             |
|    approx_kl            | 0.031350788 |
|    clip_fraction        | 0.278       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.5        |
|    explained_variance   | 0.858       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0956     |
|    n_updates            | 4620        |
|    policy_gradient_loss | -0.0458     |
|    std                  | 0.454       |
|    value_loss           | 0.0493      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 48.6        |
|    ep_rew_mean          | -664        |
| time/                   |             |
|    fps                  | 778         |
|    iterations           | 35          |
|    time_elapsed         | 368         |
|    total_timesteps      | 1504440     |
| train/                  |             |
|    approx_kl            | 0.028693048 |
|    clip_fraction        | 0.263       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.51       |
|    explained_variance   | 0.864       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0895     |
|    n_updates            | 4630        |
|    policy_gradient_loss | -0.0471     |
|    std                  | 0.455       |
|    value_loss           | 0.0491      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 50.3       |
|    ep_rew_mean          | -686       |
| time/                   |            |
|    fps                  | 775        |
|    iterations           | 36         |
|    time_elapsed         | 380        |
|    total_timesteps      | 1512632    |
| train/                  |            |
|    approx_kl            | 0.03124244 |
|    clip_fraction        | 0.274      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.52      |
|    explained_variance   | 0.867      |
|    learning_rate        | 5e-05      |
|    loss                 | -0.0874    |
|    n_updates            | 4640       |
|    policy_gradient_loss | -0.045     |
|    std                  | 0.456      |
|    value_loss           | 0.0469     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 54.6        |
|    ep_rew_mean          | -742        |
| time/                   |             |
|    fps                  | 770         |
|    iterations           | 37          |
|    time_elapsed         | 393         |
|    total_timesteps      | 1520824     |
| train/                  |             |
|    approx_kl            | 0.029174786 |
|    clip_fraction        | 0.268       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.53       |
|    explained_variance   | 0.857       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0806     |
|    n_updates            | 4650        |
|    policy_gradient_loss | -0.0466     |
|    std                  | 0.458       |
|    value_loss           | 0.0491      |
-----------------------------------------
saved model to RL\KNP\sb3_ppo_curriculum_policy_human_like_phase_refined6.zip
saved vecnormalize to RL\KNP\sb3_ppo_curriculum_phase_refined6_vecnormalize.pkl
